school,sex,age,address,famsize,Pstatus,Medu,Fedu,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_Eva,G2_Eva,G3_Eva
0,1,17,1,1,1,1,1,3,0,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,1,1,1
0,1,16,1,1,1,2,3,1,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,4,4,4
0,0,18,1,1,1,2,2,2,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,2,3,3
0,1,16,1,1,1,4,4,2,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,3,3,3
0,1,18,0,1,1,3,1,3,0,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,2,1,1
0,1,17,1,1,1,3,2,0,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,4,3,3
0,0,17,1,0,1,2,3,3,1,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,2,2,2
0,0,18,1,0,1,2,1,0,0,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,2,1,2
0,1,17,1,1,0,2,1,0,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,2,2,2
0,1,17,1,0,1,4,3,3,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,3,3,3
0,0,17,0,1,1,2,2,0,1,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,2,2,2
0,0,17,1,1,1,4,4,3,0,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,2,2,2
0,0,16,1,1,1,4,4,3,1,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,3,3,3
0,0,16,1,0,1,1,1,2,0,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,2,1,1
0,0,16,1,1,1,3,2,3,0,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,2,2,2
0,0,17,1,0,1,2,2,2,1,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,3,3,3
0,1,16,1,1,1,2,1,2,0,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,3,2,2
0,1,17,0,1,1,2,1,0,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,3,2,2
0,0,18,1,1,1,2,2,3,1,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,1,1,1
0,0,17,1,0,1,4,3,0,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,2,2,2
0,0,17,0,0,0,4,4,0,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,2,2,2
0,0,16,1,0,1,4,3,0,0,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,1,1,1
0,0,16,1,1,1,4,4,0,0,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,3,2,2
0,1,18,1,1,1,2,1,0,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,1,1,1
0,0,16,1,1,1,2,1,0,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,4,4,4
0,0,17,1,1,1,2,3,0,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,2,2,3
0,0,22,1,1,1,3,1,1,0,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,1,1,1
0,0,18,0,0,1,3,3,0,0,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,1,1,1
0,0,16,1,1,1,0,2,1,0,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,3,3,3
0,0,18,1,1,1,3,2,0,0,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,1,1,1
0,0,16,1,1,1,3,3,3,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,1,2,2
0,0,18,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,1,2,1
0,0,16,0,1,1,2,1,0,0,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,1,2,1
0,0,17,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,1,2,2
0,0,17,1,0,1,1,1,0,0,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,1,2,1
0,1,17,1,0,1,4,2,3,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,3,2,3
0,0,19,1,0,0,4,3,3,0,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,2,2,2
0,0,18,1,1,1,2,1,2,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,3,3,3
0,1,17,1,0,1,2,2,0,1,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,2,2,1
0,1,18,1,1,1,4,3,2,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,4,4,4
0,0,18,1,1,1,4,3,0,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,1,1,1
0,0,18,0,1,1,3,2,0,0,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,3,2,2
0,1,17,1,1,1,3,3,2,0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,2,2,2
0,1,18,1,1,1,2,2,2,0,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,2,2,1
0,0,18,0,0,0,3,4,3,0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,4,4,4
0,0,17,1,1,1,3,1,1,0,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,2,2,2
0,1,18,0,1,1,4,4,3,0,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,2,2,2
0,0,18,1,1,1,4,2,3,1,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,2,2,2
0,1,18,0,1,1,2,1,3,0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,1,1,1
0,1,19,1,1,1,3,3,2,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,2,2,2
0,1,18,1,1,1,2,3,3,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,3,3,3
0,1,18,1,0,1,1,1,2,0,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,2,2,2
0,0,17,0,1,1,1,2,2,0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,3,3,3
0,1,17,1,1,1,2,4,3,0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,2,2,2
0,1,17,1,0,1,2,2,0,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,2,2,2
0,1,18,0,1,0,3,2,2,0,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,2,2,2
0,0,18,1,1,1,4,4,2,0,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,2,2,2
0,1,18,1,1,1,4,4,3,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,2,1,1
0,0,18,1,0,1,4,3,0,0,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,2,2,2
0,0,17,1,0,0,4,1,2,0,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,1,1,1
0,0,17,1,0,0,3,2,2,0,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,2,2,2
0,1,18,0,0,1,1,1,3,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,2,2,2
0,1,18,1,1,1,1,1,2,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,1,2,2
0,1,17,1,1,1,2,2,0,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,2,2,2
0,0,17,1,1,1,1,1,3,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,2,2,2
0,1,18,1,1,1,2,2,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,4,4,4
0,1,17,1,1,1,1,1,3,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,3,2,2
0,0,18,1,1,1,2,1,3,0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,3,3,3
0,0,18,1,0,0,4,4,3,0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,3,3,3
0,0,18,1,1,1,4,2,2,0,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,2,2,2
0,1,17,1,1,1,4,3,3,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,3,3,3
0,1,18,1,0,1,2,1,3,0,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,2,2,3
0,1,17,0,0,1,3,1,3,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,4,4,4
0,0,18,0,0,1,3,2,3,0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,3,3,3
0,0,17,1,1,1,3,3,2,0,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,3,2,2
0,1,19,1,1,1,4,4,3,2,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,2,2,1
0,1,18,1,0,1,4,3,2,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,2,1,1
0,1,18,1,1,1,4,3,3,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,3,3,3
0,0,18,1,0,1,4,4,2,0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,4,3,4
0,1,18,1,0,0,4,4,2,0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,2,2,2
0,0,17,1,0,1,4,4,2,1,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,2,2,2
0,1,17,1,1,1,4,2,3,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,3,2,3
0,1,17,1,1,1,3,2,3,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,4,4,4
0,0,19,1,1,1,3,3,2,2,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,3,3,3
0,1,18,1,1,1,2,4,3,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,3,2,2
0,0,20,1,1,0,3,2,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,4,4,4
0,0,19,1,1,1,4,4,3,2,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,1,2,1
0,0,19,0,1,1,3,3,3,1,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,3,2,2
0,1,19,1,0,1,1,1,3,2,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,2,2,2
0,1,19,1,0,1,1,2,2,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,2,2,1
0,1,19,1,1,1,2,1,1,2,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,3,2,3
0,0,19,1,1,1,1,2,0,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,3,2,2
0,1,19,1,0,1,3,2,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,3,2,2
0,1,19,1,1,1,1,1,2,2,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,3,3,3
0,1,19,0,1,1,2,3,3,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,3,2,2
0,1,18,1,1,1,2,1,0,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,1,1,1
0,1,18,1,1,1,4,3,0,0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,2,2,2
0,1,17,0,1,1,3,4,0,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,2,2,2
0,1,18,1,1,1,4,4,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,2,2,2
0,1,17,1,1,0,4,3,0,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,3,3,3
0,1,17,1,1,1,2,2,0,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,2,2,2
0,1,17,0,0,1,2,2,0,0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,2,2,2
0,1,17,1,1,1,3,1,0,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,2,3,3
0,1,17,1,0,1,0,2,2,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,4,3,3
0,0,18,1,1,1,4,4,0,0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,2,2,2
0,0,17,1,1,1,3,3,3,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,3,3,4
0,0,17,0,1,1,2,2,0,0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,2,2,2
0,1,17,1,1,1,4,4,0,0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,2,2,2
0,1,17,1,1,1,4,4,0,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,3,3,3
0,0,18,1,0,1,2,2,0,0,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,2,1,1
0,1,17,0,1,1,2,4,0,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,2,3,3
0,1,18,1,1,1,3,3,2,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,1,1,1
0,1,18,1,0,1,2,2,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,1,1
0,1,18,0,1,1,2,2,0,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,2,2,1
0,1,17,1,1,1,3,4,0,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,4,3,3
0,1,19,0,1,0,3,1,2,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,3,3,3
0,1,17,1,1,1,3,2,2,0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,1,1,1
0,1,18,1,0,1,3,3,2,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,4,3,4
0,1,17,0,1,0,3,2,2,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,2,2,2
0,1,19,1,1,1,2,1,2,2,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,2,2,2
0,0,18,1,1,1,4,4,2,1,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,2,2,1
0,0,18,1,0,1,3,4,2,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,4,3,3
0,1,17,1,1,0,2,2,2,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,2,1,1
0,1,18,1,1,1,2,3,0,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,2,2,2
0,1,18,1,1,1,3,2,1,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,3,3,3
0,0,18,0,1,1,4,3,0,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,4,3,4
0,0,18,1,1,1,4,3,0,0,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,2,2,2
0,1,17,1,1,1,4,3,3,0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,3,3,3
1,0,18,0,1,1,3,2,0,0,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,2,3,3
1,0,19,0,1,1,1,1,2,2,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,1,1,1
1,0,17,1,1,1,3,3,0,0,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,3,3,3
1,0,18,1,0,1,1,3,0,0,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,1,1,1
1,0,19,0,1,1,1,1,2,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,1,1,1
1,0,17,0,1,1,4,3,2,0,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,3,2,2
1,1,18,1,1,1,3,3,0,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,2,2,2
1,1,17,0,1,1,4,4,1,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,2,3,3
1,1,17,1,0,0,3,2,3,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,2,2,2
1,0,18,1,0,1,1,1,2,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,2,2,2
1,1,18,1,0,1,1,1,0,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,4,4,4
1,1,18,0,0,0,1,4,0,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,3,3,3
1,0,18,0,0,1,1,1,1,0,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,3,2,2
1,1,18,1,1,1,3,3,1,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,2,2,2
1,1,17,1,0,1,4,4,0,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,4,3,3
1,1,17,0,1,1,1,2,0,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,2,2,2
1,0,18,0,1,1,1,3,0,0,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,2,2,2
1,0,18,1,0,1,4,4,1,0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,3,3,3
1,1,17,0,1,1,1,1,3,0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,1,1,1
1,1,18,1,1,1,2,3,0,1,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,2,2,2
1,1,18,0,1,1,4,4,1,1,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,3,2,2
1,1,19,1,0,1,3,2,2,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,1,1,2
1,0,18,0,0,1,1,2,1,1,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,3,2,2
1,1,17,1,1,1,2,2,2,0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,3,2,2
1,1,17,0,1,1,1,2,0,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,1,1,1
1,1,18,0,0,1,4,4,3,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,4,4,4
1,1,18,0,1,1,1,1,2,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,1,1,2
1,1,20,1,1,1,4,2,0,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,3,3,3
1,1,18,0,0,1,4,4,0,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,1,2,2
1,1,18,1,1,1,3,3,2,0,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,3,3,3
1,1,17,0,1,1,3,1,3,0,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,2,2,2
1,0,18,1,1,1,4,4,2,1,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,3,3,3
1,0,18,0,1,1,2,1,1,0,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,1,1,1
1,0,17,1,1,1,2,3,2,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,2,2,2
1,0,19,0,1,1,1,1,1,0,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,1,1,1
1,0,18,0,1,1,4,2,2,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,1,1,1
1,1,18,0,1,1,2,2,1,0,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,2,2,2
1,1,18,0,1,1,4,4,3,0,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,1,1,1
1,1,19,0,1,1,2,3,0,0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,1,1,1
1,1,18,1,0,1,3,1,0,0,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,1,2,1
1,1,18,1,1,1,1,1,0,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1
1,0,20,1,0,0,2,2,0,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,2,2,2
1,0,17,1,0,1,3,1,0,0,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,3,4,4
1,0,21,0,1,1,1,1,0,2,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,2,1,1
1,0,18,0,0,1,3,2,0,0,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,2,2,2
1,0,19,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,1,2,2
